250.370 0.015
255.319 0.014
260.268 0.013
265.217 0.010
270.166 0.016
275.410 0.032
279.517 0.060
281.248 0.093
282.317 0.125
283.363 0.157
284.234 0.191
285.609 0.244
284.854 0.217
286.613 0.280
287.281 0.317
288.732 0.356
290.325 0.393
291.895 0.424
293.949 0.449
296.143 0.477
298.676 0.503
301.569 0.530
304.947 0.556
308.796 0.582
313.882 0.607
318.831 0.625
323.780 0.643
328.729 0.661
333.678 0.680
338.268 0.697
343.576 0.707
348.525 0.710
353.474 0.710
358.423 0.711
363.372 0.721
368.321 0.738
373.270 0.758
378.631 0.783
382.838 0.806
386.605 0.834
390.041 0.856
394.715 0.881
399.664 0.898
404.613 0.915
409.562 0.930
414.511 0.944
419.460 0.955
424.409 0.966
429.358 0.974
434.307 0.980
439.256 0.986
444.205 0.991
449.154 0.994
454.103 0.997
459.052 0.999
464.001 1.000
468.950 1.000
473.899 0.999
478.848 0.997
483.797 0.992
488.746 0.985
493.695 0.977
498.644 0.969
503.593 0.959
508.542 0.948
513.491 0.936
518.440 0.923
523.389 0.909
528.338 0.895
533.287 0.879
538.236 0.863
543.184 0.847
548.133 0.830
553.082 0.814
558.031 0.797
562.980 0.780
567.929 0.763
572.878 0.747
577.827 0.730
582.776 0.714
587.725 0.699
592.674 0.685
597.623 0.670
602.572 0.656
607.521 0.642
612.470 0.629
617.419 0.614
622.368 0.597
627.317 0.578
632.266 0.559
637.215 0.539
642.164 0.523
647.113 0.509
652.062 0.496
657.011 0.485
661.960 0.472
666.909 0.458
671.858 0.444
676.807 0.430
681.756 0.417
686.705 0.406
691.654 0.395
696.603 0.384
701.552 0.373
706.501 0.362
711.450 0.352
716.398 0.342
721.347 0.332
726.296 0.322
731.245 0.312
736.194 0.302
741.143 0.293
746.092 0.284
751.041 0.276
755.990 0.267
760.939 0.259
765.888 0.251
770.837 0.243
775.786 0.235
780.735 0.227
785.684 0.219
790.633 0.210
795.582 0.202
800.531 0.194
805.480 0.187
810.429 0.180
815.378 0.173
820.327 0.166
825.276 0.160
830.225 0.154
835.174 0.148
840.123 0.142
845.072 0.136
850.021 0.130
854.970 0.125
859.919 0.119
864.868 0.113
869.817 0.108
874.766 0.102
879.715 0.097
884.664 0.092
889.612 0.086
894.561 0.082
899.510 0.078
