1.3776	144.913
1.3792	142.404
1.3806	141.268
1.3822	142.087
1.3837	143.329
1.3853	147.187
1.3868	149.946
1.3884	151.471
1.3899	155.97
1.3915	161.405
1.3932	161.676
1.3946	173.826
1.3963	178.169
1.3978	187.606
1.3995	203.194
1.4009	214.461
1.4026	235.65
1.4041	261.496
1.4056	286.599
1.4073	316.027
1.4088	342.755
1.4105	374.653
1.412	409.937
1.4138	452.899
1.4153	461.565
1.417	508.735
1.4185	535.788
1.4203	626.437
1.4218	614.571
1.4236	608.561
1.4251	714.27
1.4266	815.847
1.4284	774.972
1.43	977.125
1.4317	1024.926
1.4333	1163.081
1.4351	1190.948
1.4367	1483.959
1.4382	1359.771
1.44	1841.885
1.4416	2946.124
1.4434	2771.457
1.445	4439.275
1.4466	6508.34
1.4485	10000
1.4501	10000
1.4519	10000
1.4535	10000
1.4551	10000
1.457	10000
1.4586	10000
1.4605	10000
1.4621	10000
1.4637	10000
1.4656	10000
1.4673	10000
1.4689	10000
1.4708	10000
1.4725	10000
1.4742	10000
1.4761	10000
1.4778	10000
1.4794	10000
1.4814	10000
1.4831	10000
1.4848	10000
1.4867	10000
1.4884	10000
1.4901	10000
1.4921	10000
1.4938	10000
1.4955	10000
1.4975	10000
1.4992	10000
1.501	10000
1.5027	10000
1.5047	10000
1.5065	10000
1.5082	10000
1.5103	10000
1.512	10000
1.5138	10000
1.5156	10000
1.5176	10000
1.5194	10000
1.5212	10000
1.523	10000
1.5251	10000
1.5269	10000
1.5287	10000
1.5308	10000
1.5326	10000
1.5345	10000
1.5363	10000
1.5381	10000
1.5403	10000
1.5421	10000
1.544	10000
1.5458	10000
1.548	10000
1.5498	10000
1.5517	10000
1.5536	10000
1.5555	10000
1.5577	10000
1.5596	10000
1.5615	10000
1.5634	10000
1.5653	10000
1.5675	10000
1.5695	10000
1.5714	10000
1.5733	10000
1.5753	10000
1.5775	10000
1.5795	10000
1.5814	10000
1.5834	10000
1.5854	10000
1.5874	10000
1.5896	10000
